Filename,dnp,obaa,an,bd,rsva,saigv,uav,df,bf,osf,pitfc,da,ua,rogu,mlk,uaf,dupv,dbz,auv,fgbo,asom
nsprpub/pr/src/pthreads/ptsynch.c,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
security/nss/lib/nss/nssinit.c,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
gfx/skia/trunk/src/core/SkPath.cpp,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
editor/libeditor/IMETextTxn.cpp,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
media/libjpeg/jcmaster.c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
editor/libeditor/nsPlaintextEditor.cpp,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
media/libopus/celt/quant_bands.c,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
toolkit/components/places/nsNavBookmarks.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intl/icu/source/i18n/tznames_impl.cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
media/webrtc/signaling/src/sipcc/core/src-common/string_lib.c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gfx/src/nsDeviceContext.cpp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
media/libvpx/vp8/common/postproc.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
security/nss/lib/pkcs12/p12dec.c,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
intl/icu/source/tools/genbrk/genbrk.cpp,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
media/libjpeg/jdcoefct.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gfx/skia/trunk/src/opts/SkXfermode_opts_SSE2.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
media/mtransport/test/transport_unittests.cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
media/webrtc/trunk/webrtc/modules/audio_coding/codecs/cng/webrtc_cng.c,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
dom/crypto/WebCryptoTask.cpp,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
js/src/jsutil.cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
media/libvpx/vp8/encoder/firstpass.c,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
media/webrtc/signaling/src/sipcc/core/gsm/fim.c,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dom/base/nsCrossSiteListenerProxy.cpp,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
security/nss/lib/libpkix/pkix_pl_nss/pki/pkix_pl_nameconstraints.c,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
js/src/asmjs/AsmJSValidate.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intl/uconv/ucvcn/nsGBKToUnicode.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nsprpub/pr/src/misc/prnetdb.c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
